Schedule,Diámetro (pulgadas),Diámetro Decimal (pulgadas),Altura de caída (m),Masa (kg),Velocidad de impacto (km/h),Fuerza de impacto (kgf)
10,1,1.0,1,0.97,15.95,96.67
10,1,1.0,2,0.97,22.55,193.35
10,1,1.0,3,0.97,27.62,290.02
10,1,1.0,4,0.97,31.89,386.69
10,1,1.0,5,0.97,35.66,483.37
10,1,1.0,6,0.97,39.06,580.04
10,1,1.0,7,0.97,42.19,676.72
10,1,1.0,8,0.97,45.1,773.39
10,1,1.0,9,0.97,47.84,870.06
10,1,1.0,10,0.97,50.43,966.74
10,1,1.0,11,0.97,52.89,1063.41
10,1,1.0,12,0.97,55.24,1160.08
10,1,1.0,13,0.97,57.49,1256.76
10,1,1.0,14,0.97,59.66,1353.43
10,1,1.0,15,0.97,61.76,1450.11
10,1-1/2,1.5,1,1.48,15.95,148.37
10,1-1/2,1.5,2,1.48,22.55,296.74
10,1-1/2,1.5,3,1.48,27.62,445.11
10,1-1/2,1.5,4,1.48,31.89,593.47
10,1-1/2,1.5,5,1.48,35.66,741.84
10,1-1/2,1.5,6,1.48,39.06,890.21
10,1-1/2,1.5,7,1.48,42.19,1038.58
10,1-1/2,1.5,8,1.48,45.1,1186.95
10,1-1/2,1.5,9,1.48,47.84,1335.32
10,1-1/2,1.5,10,1.48,50.43,1483.69
10,1-1/2,1.5,11,1.48,52.89,1632.06
10,1-1/2,1.5,12,1.48,55.24,1780.42
10,1-1/2,1.5,13,1.48,57.49,1928.79
10,1-1/2,1.5,14,1.48,59.66,2077.16
10,1-1/2,1.5,15,1.48,61.76,2225.53
10,1-1/4,1.25,1,1.22,15.95,122.52
10,1-1/4,1.25,2,1.22,22.55,245.04
10,1-1/4,1.25,3,1.22,27.62,367.56
10,1-1/4,1.25,4,1.22,31.89,490.08
10,1-1/4,1.25,5,1.22,35.66,612.61
10,1-1/4,1.25,6,1.22,39.06,735.13
10,1-1/4,1.25,7,1.22,42.19,857.65
10,1-1/4,1.25,8,1.22,45.1,980.17
10,1-1/4,1.25,9,1.22,47.84,1102.69
10,1-1/4,1.25,10,1.22,50.43,1225.21
10,1-1/4,1.25,11,1.22,52.89,1347.73
10,1-1/4,1.25,12,1.22,55.24,1470.25
10,1-1/4,1.25,13,1.22,57.49,1592.78
10,1-1/4,1.25,14,1.22,59.66,1715.3
10,1-1/4,1.25,15,1.22,61.76,1837.82
10,1/2,0.5,1,0.45,15.95,44.98
10,1/2,0.5,2,0.45,22.55,89.96
10,1/2,0.5,3,0.45,27.62,134.94
10,1/2,0.5,4,0.45,31.89,179.91
10,1/2,0.5,5,0.45,35.66,224.89
10,1/2,0.5,6,0.45,39.06,269.87
10,1/2,0.5,7,0.45,42.19,314.85
10,1/2,0.5,8,0.45,45.1,359.83
10,1/2,0.5,9,0.45,47.84,404.81
10,1/2,0.5,10,0.45,50.43,449.79
10,1/2,0.5,11,0.45,52.89,494.77
10,1/2,0.5,12,0.45,55.24,539.74
10,1/2,0.5,13,0.45,57.49,584.72
10,1/2,0.5,14,0.45,59.66,629.7
10,1/2,0.5,15,0.45,61.76,674.68
10,10,10.0,1,21.01,15.95,2101.94
10,10,10.0,2,21.01,22.55,4203.89
10,10,10.0,3,21.01,27.62,6305.83
10,10,10.0,4,21.01,31.89,8407.77
10,10,10.0,5,21.01,35.66,10509.72
10,10,10.0,6,21.01,39.06,12611.66
10,10,10.0,7,21.01,42.19,14713.6
10,10,10.0,8,21.01,45.1,16815.54
10,10,10.0,9,21.01,47.84,18917.49
10,10,10.0,10,21.01,50.43,21019.43
10,10,10.0,11,21.01,52.89,23121.37
10,10,10.0,12,21.01,55.24,25223.32
10,10,10.0,13,21.01,57.49,27325.26
10,10,10.0,14,21.01,59.66,29427.2
10,10,10.0,15,21.01,61.76,31529.15
10,12,12.0,1,29.38,15.95,2938.95
10,12,12.0,2,29.38,22.55,5877.89
10,12,12.0,3,29.38,27.62,8816.84
10,12,12.0,4,29.38,31.89,11755.79
10,12,12.0,5,29.38,35.66,14694.73
10,12,12.0,6,29.38,39.06,17633.68
10,12,12.0,7,29.38,42.19,20572.63
10,12,12.0,8,29.38,45.1,23511.57
10,12,12.0,9,29.38,47.84,26450.52
10,12,12.0,10,29.38,50.43,29389.47
10,12,12.0,11,29.38,52.89,32328.41
10,12,12.0,12,29.38,55.24,35267.36
10,12,12.0,13,29.38,57.49,38206.31
10,12,12.0,14,29.38,59.66,41145.25
10,12,12.0,15,29.38,61.76,44084.2
10,2,2.0,1,2.53,15.95,253.44
10,2,2.0,2,2.53,22.55,506.89
10,2,2.0,3,2.53,27.62,760.33
10,2,2.0,4,2.53,31.89,1013.78
10,2,2.0,5,2.53,35.66,1267.22
10,2,2.0,6,2.53,39.06,1520.67
10,2,2.0,7,2.53,42.19,1774.11
10,2,2.0,8,2.53,45.1,2027.56
10,2,2.0,9,2.53,47.84,2281.0
10,2,2.0,10,2.53,50.43,2534.45
10,2,2.0,11,2.53,52.89,2787.89
10,2,2.0,12,2.53,55.24,3041.34
10,2,2.0,13,2.53,57.49,3294.78
10,2,2.0,14,2.53,59.66,3548.23
10,2,2.0,15,2.53,61.76,3801.67
10,2-1/2,2.5,1,3.19,15.95,319.55
10,2-1/2,2.5,2,3.19,22.55,639.1
10,2-1/2,2.5,3,3.19,27.62,958.65
10,2-1/2,2.5,4,3.19,31.89,1278.21
10,2-1/2,2.5,5,3.19,35.66,1597.76
10,2-1/2,2.5,6,3.19,39.06,1917.31
10,2-1/2,2.5,7,3.19,42.19,2236.86
10,2-1/2,2.5,8,3.19,45.1,2556.41
10,2-1/2,2.5,9,3.19,47.84,2875.96
10,2-1/2,2.5,10,3.19,50.43,3195.52
10,2-1/2,2.5,11,3.19,52.89,3515.07
10,2-1/2,2.5,12,3.19,55.24,3834.62
10,2-1/2,2.5,13,3.19,57.49,4154.17
10,2-1/2,2.5,14,3.19,59.66,4473.72
10,2-1/2,2.5,15,3.19,61.76,4793.27
10,3,3.0,1,3.86,15.95,385.66
10,3,3.0,2,3.86,22.55,771.32
10,3,3.0,3,3.86,27.62,1156.98
10,3,3.0,4,3.86,31.89,1542.63
10,3,3.0,5,3.86,35.66,1928.29
10,3,3.0,6,3.86,39.06,2313.95
10,3,3.0,7,3.86,42.19,2699.61
10,3,3.0,8,3.86,45.1,3085.27
10,3,3.0,9,3.86,47.84,3470.93
10,3,3.0,10,3.86,50.43,3856.59
10,3,3.0,11,3.86,52.89,4242.24
10,3,3.0,12,3.86,55.24,4627.9
10,3,3.0,13,3.86,57.49,5013.56
10,3,3.0,14,3.86,59.66,5399.22
10,3,3.0,15,3.86,61.76,5784.88
10,3/4,0.75,1,0.71,15.95,70.83
10,3/4,0.75,2,0.71,22.55,141.65
10,3/4,0.75,3,0.71,27.62,212.48
10,3/4,0.75,4,0.71,31.89,283.3
10,3/4,0.75,5,0.71,35.66,354.13
10,3/4,0.75,6,0.71,39.06,424.96
10,3/4,0.75,7,0.71,42.19,495.78
10,3/4,0.75,8,0.71,45.1,566.61
10,3/4,0.75,9,0.71,47.84,637.44
10,3/4,0.75,10,0.71,50.43,708.26
10,3/4,0.75,11,0.71,52.89,779.09
10,3/4,0.75,12,0.71,55.24,849.91
10,3/4,0.75,13,0.71,57.49,920.74
10,3/4,0.75,14,0.71,59.66,991.57
10,3/4,0.75,15,0.71,61.76,1062.39
10,4,4.0,1,5.18,15.95,517.87
10,4,4.0,2,5.18,22.55,1035.74
10,4,4.0,3,5.18,27.62,1553.62
10,4,4.0,4,5.18,31.89,2071.49
10,4,4.0,5,5.18,35.66,2589.36
10,4,4.0,6,5.18,39.06,3107.23
10,4,4.0,7,5.18,42.19,3625.11
10,4,4.0,8,5.18,45.1,4142.98
10,4,4.0,9,5.18,47.84,4660.85
10,4,4.0,10,5.18,50.43,5178.72
10,4,4.0,11,5.18,52.89,5696.6
10,4,4.0,12,5.18,55.24,6214.47
10,4,4.0,13,5.18,57.49,6732.34
10,4,4.0,14,5.18,59.66,7250.21
10,4,4.0,15,5.18,61.76,7768.09
10,5,5.0,1,8.49,15.95,848.92
10,5,5.0,2,8.49,22.55,1697.84
10,5,5.0,3,8.49,27.62,2546.76
10,5,5.0,4,8.49,31.89,3395.68
10,5,5.0,5,8.49,35.66,4244.6
10,5,5.0,6,8.49,39.06,5093.53
10,5,5.0,7,8.49,42.19,5942.45
10,5,5.0,8,8.49,45.1,6791.37
10,5,5.0,9,8.49,47.84,7640.29
10,5,5.0,10,8.49,50.43,8489.21
10,5,5.0,11,8.49,52.89,9338.13
10,5,5.0,12,8.49,55.24,10187.05
10,5,5.0,13,8.49,57.49,11035.97
10,5,5.0,14,8.49,59.66,11884.89
10,5,5.0,15,8.49,61.76,12733.81
10,6,6.0,1,10.22,15.95,1022.49
10,6,6.0,2,10.22,22.55,2044.98
10,6,6.0,3,10.22,27.62,3067.47
10,6,6.0,4,10.22,31.89,4089.96
10,6,6.0,5,10.22,35.66,5112.45
10,6,6.0,6,10.22,39.06,6134.94
10,6,6.0,7,10.22,42.19,7157.44
10,6,6.0,8,10.22,45.1,8179.93
10,6,6.0,9,10.22,47.84,9202.42
10,6,6.0,10,10.22,50.43,10224.91
10,6,6.0,11,10.22,52.89,11247.4
10,6,6.0,12,10.22,55.24,12269.89
10,6,6.0,13,10.22,57.49,13292.38
10,6,6.0,14,10.22,59.66,14314.87
10,6,6.0,15,10.22,61.76,15337.36
10,8,8.0,1,13.69,15.95,1369.63
10,8,8.0,2,13.69,22.55,2739.26
10,8,8.0,3,13.69,27.62,4108.89
10,8,8.0,4,13.69,31.89,5478.52
10,8,8.0,5,13.69,35.66,6848.15
10,8,8.0,6,13.69,39.06,8217.78
10,8,8.0,7,13.69,42.19,9587.41
10,8,8.0,8,13.69,45.1,10957.04
10,8,8.0,9,13.69,47.84,12326.68
10,8,8.0,10,13.69,50.43,13696.31
10,8,8.0,11,13.69,52.89,15065.94
10,8,8.0,12,13.69,55.24,16435.57
10,8,8.0,13,13.69,57.49,17805.2
10,8,8.0,14,13.69,59.66,19174.83
10,8,8.0,15,13.69,61.76,20544.46
20,1,1.0,1,1.55,15.95,154.64
20,1,1.0,2,1.55,22.55,309.28
20,1,1.0,3,1.55,27.62,463.92
20,1,1.0,4,1.55,31.89,618.56
20,1,1.0,5,1.55,35.66,773.21
20,1,1.0,6,1.55,39.06,927.85
20,1,1.0,7,1.55,42.19,1082.49
20,1,1.0,8,1.55,45.1,1237.13
20,1,1.0,9,1.55,47.84,1391.77
20,1,1.0,10,1.55,50.43,1546.41
20,1,1.0,11,1.55,52.89,1701.05
20,1,1.0,12,1.55,55.24,1855.69
20,1,1.0,13,1.55,57.49,2010.34
20,1,1.0,14,1.55,59.66,2164.98
20,1,1.0,15,1.55,61.76,2319.62
20,1-1/2,1.5,1,2.41,15.95,241.43
20,1-1/2,1.5,2,2.41,22.55,482.85
20,1-1/2,1.5,3,2.41,27.62,724.28
20,1-1/2,1.5,4,2.41,31.89,965.7
20,1-1/2,1.5,5,2.41,35.66,1207.13
20,1-1/2,1.5,6,2.41,39.06,1448.56
20,1-1/2,1.5,7,2.41,42.19,1689.98
20,1-1/2,1.5,8,2.41,45.1,1931.41
20,1-1/2,1.5,9,2.41,47.84,2172.84
20,1-1/2,1.5,10,2.41,50.43,2414.26
20,1-1/2,1.5,11,2.41,52.89,2655.69
20,1-1/2,1.5,12,2.41,55.24,2897.11
20,1-1/2,1.5,13,2.41,57.49,3138.54
20,1-1/2,1.5,14,2.41,59.66,3379.97
20,1-1/2,1.5,15,2.41,61.76,3621.39
20,1-1/4,1.25,1,1.98,15.95,198.03
20,1-1/4,1.25,2,1.98,22.55,396.07
20,1-1/4,1.25,3,1.98,27.62,594.1
20,1-1/4,1.25,4,1.98,31.89,792.13
20,1-1/4,1.25,5,1.98,35.66,990.17
20,1-1/4,1.25,6,1.98,39.06,1188.2
20,1-1/4,1.25,7,1.98,42.19,1386.24
20,1-1/4,1.25,8,1.98,45.1,1584.27
20,1-1/4,1.25,9,1.98,47.84,1782.3
20,1-1/4,1.25,10,1.98,50.43,1980.34
20,1-1/4,1.25,11,1.98,52.89,2178.37
20,1-1/4,1.25,12,1.98,55.24,2376.4
20,1-1/4,1.25,13,1.98,57.49,2574.44
20,1-1/4,1.25,14,1.98,59.66,2772.47
20,1-1/4,1.25,15,1.98,61.76,2970.51
20,1/2,0.5,1,0.55,15.95,54.91
20,1/2,0.5,2,0.55,22.55,109.83
20,1/2,0.5,3,0.55,27.62,164.74
20,1/2,0.5,4,0.55,31.89,219.66
20,1/2,0.5,5,0.55,35.66,274.57
20,1/2,0.5,6,0.55,39.06,329.49
20,1/2,0.5,7,0.55,42.19,384.4
20,1/2,0.5,8,0.55,45.1,439.32
20,1/2,0.5,9,0.55,47.84,494.23
20,1/2,0.5,10,0.55,50.43,549.14
20,1/2,0.5,11,0.55,52.89,604.06
20,1/2,0.5,12,0.55,55.24,658.97
20,1/2,0.5,13,0.55,57.49,713.89
20,1/2,0.5,14,0.55,59.66,768.8
